Artikelnr;Typ;Bezeichnung 1;Bezeichnung 2;Bezeichnung 3;Bezeichnung 4;Bezeichnung 5;Bezeichnung 6;WGR;ProdGrp;Wareneingangsko;Bestandskonto;Lagername;Bestand (Lagereinheit);Lag Einh;Bestand (Basiseinheit);Einh;Preis;pro Menge;Wert;Abwert%;Wert mit Abw.;Durch.Verbr;Reichw.Mon.;letzt.Zugang;letzt.Zugang FA;Stammlager;Stammstellplatz;Umsatz Me J;Umsatz Me VJ;Lieferant;Lagerb (D);Auftrag M;Reserv. M;Bestell M;FA Menge;Bedarf M;ø Verbrauch / M;l. EK am;Produktgruppe;stm.uni_a01;Lagerzugang Dat;Lagerabgang Dat;Lagerabgang letzes Jahr;Lagerabgang letzes 1/2 Jahr;Lagerzugang letzes 1/2 Jahr;Gelöscht;Erf.-Datum;Eingrenzung von Lager;Eingrenzung bis Lager;Inventurgruppe;ABC-Kennz. VK
2;ART;Cover Bottom;;beige/ braun;Sheepskin color Caramel;;;BEZ.ST;;5400;0;Summe;5;STK;5;STK;112;532;1;560;27;0;560;27;0;0;;11.09.24;HAUPTLAGER NEU;100;0;-5;80012;0;0;0;0;0;0;0;14.05.18;;0731801-3;11.09.24;14.07.25;5;0;0;N;17.09.12;;µµµµ;;C
58;ART;Literature Pocket STD;Dark Brown / Black;Netting Black;;;;DIV;;5400;0;Summe;67;STK;67;STK;30;336;1;2012;25;0;2012;25;0;0;;20.06.25;VERSANDLAGER;01.01.01;0;109;81638;0;0;0;0;0;0;0;08.03.17;LITPOC;;20.06.25;25.06.25;-109;0;0;N;27.08.13;;µµµµ;;B
74;ART;Backrest Cover;;;;;;STOFF;;5400;0;Summe;1;STK;1;STK;199;6879;1;187;69;0;187;69;0;0;;24.01.25;VERSANDLAGER;01.01.01;0;20;81563;0;0;0;0;0;0;0;19.07.23;BEZÜGE;TAAI2-998211-01;24.01.25;30.01.25;0;0;0;N;06.11.13;;µµµµ;;A
174;ART;Diverses;;;;;;DIV;;5400;0;Summe;-18414;25;STK;-18414;25;STK;1;2133;1;-22342;62;0;-22342;62;0;0;;19.02.26;VERSANDLAGER;01.01.01;18419;25;5225;63;0;0;0;0;0;0;0;0;28.07.25;NRC;;19.02.26;26.03.26;-23283;38;-22443;88;90;N;22.02.01;;µµµµ;;A
000002_Muster;WKZ;Rückstellmuster-Cover;;;;;;;;5400;0;Summe;1;STK;1;STK;0;1;0;0;0;0;0;;;MUSTERRAUM (H12;B7;0;0;0;0;0;0;0;0;0;0;;MUSTER;0731801-3;;;0;0;0;N;07.12.21;;µµµµ;;
10050;ART;Foam Inlay Middle Headrest;;;;;;FOAMK;;5400;0;Summe;-2983;STK;-2983;STK;0;9702;1;-2894;1;0;-2894;1;0;0;;10.11.25;VERSANDLAGER;01.01.01;0;6133;81331;0;0;0;0;0;0;0;;FOAM;5010706002204-0D;10.11.25;10.11.25;-5933;-3283;600;N;20.11.17;;µµµµ;;B
10054;MAT;Simplexhaken Art. 1800/30mm;Eisen vernickelt;;;;;METALL;LOGIST;5400;0;Summe;-446;STK;-446;STK;0;1;0;0;0;0;0;;11.09.25;HAUPTLAGER NEU;100;446;772;81275;0;0;0;0;0;0;0;;KLEINT_DIEHL;;11.09.25;19.03.26;-687;-446;0;N;22.11.17;;µµµµ;;C
12285;ART;Kabinen-Set DA42 Standard Light Grey;Light Grey Hydrolock;;;;;DA42;BEZIEH;5400;0;Summe;-1;STK;-1;STK;2.037;86;1;-2037;86;0;-2037;86;0;0;;24.07.25;VERSANDLAGER;01.01.01;0;15;0;0;0;0;0;0;0;;STD;A00620_50/Rev.-;24.07.25;17.11.25;-9;-1;0;N;26.01.21;;µµµµ;;A
A 0011;MAT;Leder Florenz sonnengelb;;;;;;;;5400;0;Summe;10;QM;10;QM;0;1;0;0;0;0;0;;;VERSANDLAGER;01.01.01;0;0;0;10;0;0;0;0;-10;0;;;;;;0;0;0;N;16.11.15;;µµµµ;;C
K 0023;MAT;Einleger für Armcap LH;ZG 146-00-807-51;;;;;ARMCAP;;5400;0;Summe;15;STK;15;STK;14;1564;1;212;35;0;212;35;0;0;;;HAUPTLAGER NEU;100;0;0;81405;15;0;0;0;0;-15;0;08.10.10;BEISTELL;146-00-807-52;30.07.14;;0;0;0;N;11.10.05;;µµµµ;;C
L 0007;MAT;Rasant 50/5.000 m;Col. 0052-0114 anthrazit;;;;;GARN;;5400;0;Summe;8;KON;8;KON;16;6917;1;133;53;0;133;53;0;0;;;HAUPTLAGER NEU;100;0;0;80006;0;0;0;0;0;0;0;44;17.11.23;ZUKAUFN;;17.11.23;06.10.25;0;33;0;5;0;N;17.08.01;;µµµµ;;C
H0001;HLB;Reißverschlusshälfte 40 cm schwarz mit Zipper;;;;;;;;5400;0;Summe;2200;STK;2200;STK;0;5871;1;1291;69;0;1291;69;0;0;;;PRODUKTION ACM;P106/A/001;0;0;0;2200;0;0;0;0;-2200;0;;;;;;0;0;0;N;13.03.15;;µµµµ;;C
